id,latitude,longitude
2402,47.588518,-122.199141
2404,34.02421,-118.426716
2430,33.7792,-118.0441
2434,32.581438,-115.37728
2440,34.390163,-118.600773
2452,34.077294,-118.002345
2462,34.125701,-118.107326
2464,33.97171,-118.220708
2470,44.602147,-72.62728
2478,28.388595,-80.700136
2480,38.122023,-122.233247
2482,-32.971385,138.830877
2486,-37.801898,145.193614
2492,42.714377,-73.202118
2496,34.085007,-118.071696
2504,34.064914,-118.033491
2506,44.236215,-103.24174
2508,33.056248,-97.06985
2512,48.087301,-122.062607
2514,39.586255,-78.012481
2516,34.161382,-118.063419
2520,38.978132,-105.094362
2522,42.725733,-73.227256
2524,39.655167,-75.761845
2526,50.970249,-0.551447
2530,39.023,-121.031
2532,20.25071,-155.812602
2540,33.443867,-104.515193
2542,48.015278,16.232779
2544,20.031564,-155.695446
2546,50.868738,6.025952
2554,-42.969152,147.265196
2556,53.232107,6.604067
2560,-36.871873,174.635837
2564,47.098385,8.816096
2568,-27.567055,153.097767
2572,43.994811,-122.996274
2574,37.900737,-122.286133
2578,51.283936,-0.36437
2582,-40.871721,175.060977
2584,39.600471,-83.973583
2586,38.653388,-121.161661
2588,48.096602,-79.72103
2612,33.999515,-117.415949
2634,32.624985,-115.484782
2640,59.353101,18.019608
2644,32.99084,-96.599294
2649,34.294777,-118.579069
2651,47.644929,-120.067887
2653,32.746584,-117.171232
2658,38.538356,-121.576637
2665,40.7214,-96.645
2667,32.921511,-97.230241
2669,-31.77663,116.074529
2673,41.259636,-123.331123
2693,34.054506,-118.011357
2695,30.179461,-95.729524
2701,34.07508,-118.56294
2710,34.180399,-118.894627
2713,34.071633,-118.031259
2715,34.242023,-116.865456
2717,35.494841,-120.665822
2721,35.643707,-120.2314
2727,36.187605,-97.053392
2729,33.9266,-117.433194
2737,35.769345,-78.759003
2741,45.31029,-122.966891
2749,34.174784,-118.126993
2756,33.768719,-118.17295
2758,33.999978,-117.416764
2766,34.125368,-117.726098
2768,29.408494,-98.477399
2790,51.347149,-1.131429
2794,42.09166,-88.535997
2796,30.2767,-97.8372
2798,48.948546,-122.47983
2800,36.414798,-105.577702
2802,30.533723,-98.905079
2804,35.115218,-117.938383
2806,30.483,-97.8485
2814,42.129664,-83.287398
2816,34.569603,-83.935237
2820,53.878533,-119.13545
2822,41.76787,-86.17218
2825,45.059491,-93.294088
2827,36.844269,-78.555124
2833,13.481809,144.780955
2835,33.494914,-117.684418
2837,32.036239,-102.138702
2840,40.394769,-111.58543
2846,44.809371,-122.710843
2848,40.54929,-75.322309
2851,46.622004,-112.041993
2853,39.576456,-74.231538
2856,37.99,-122.580623
2858,37.324482,-122.062094
2860,34.223143,-116.410584
2869,43.555987,-71.349958
2873,35.987982,-78.829294
2875,35.170044,-106.540093
2879,21.894485,-159.468366
2883,37.59633,-122.06967
2890,41.359016,-95.96844
2900,39.753103,-105.040846
2906,38.073348,-122.2397
2910,37.778469,-122.408032
2914,42.699339,-83.395094
2916,37.362176,-122.065558
2918,34.700689,-86.724461
2920,33.605701,-117.895587
2938,32.300338,-106.859894
2944,39.648592,-78.199345
2946,33.992512,-118.472067
2984,40.791091,-111.863127
2988,38.880648,-121.27081
2992,36.791075,-119.654368
2994,29.752775,-98.145346
3009,33.569577,-117.141427
3013,41.592148,-81.355227
3015,37.37447,-122.083298
3021,33.318848,-112.069865
3026,29.943491,-90.06983
3028,29.725532,-82.399723
3033,29.955063,-95.737387
3035,47.78032,-122.27999
3037,42.176219,-71.296049
3039,41.720218,-111.797862
3041,32.835793,35.783338
3044,46.273685,-119.293098
3050,34.974989,-78.941639
3062,40.040773,-105.271287
3064,47.225924,11.288186
3067,38.913636,-104.70199
3071,45.564082,-73.843936
3075,34.51352,-118.153342
3082,37.906472,-122.301588
3085,41.724265,-73.85319
3088,44.935817,-93.217521
3092,40.733211,-111.587538
3097,42.852356,-96.942412
3100,20.965792,-156.539679
3106,46.618781,-120.577882
3109,47.113467,-120.496349
3113,52.936029,-1.218722
3115,49.796338,-119.521913
3118,38.956103,-84.657426
3120,50.927655,15.077456
3127,37.697,-121.049
3140,43.756705,-122.503904
3142,34.535114,-117.116145
3144,28.633138,-81.292588
3151,28.56233,77.154907
3153,44.025741,-123.12749
3157,38.844998,-77.455174
3159,29.672438,-98.459322
3163,32.42587,-111.001385
3165,43.501308,-72.114817
3167,40.566636,-124.128199
3170,59.718461,10.812469
3184,38.305099,-122.288992
3192,44.251849,-121.203504
3201,37.7431,-107.015289
3206,45.729054,-121.56968
3211,38.388863,-120.769465
3216,42.679334,-70.658084
3218,47.61702,-122.343761
3225,47.614223,-122.169502
3227,37.471941,-122.232117
3233,45.511866,-122.630167
3238,40.664245,-111.849228
3240,39.312784,-104.919
3245,38.850268,-121.134759
3247,38.282292,-122.257593
3251,44.046703,-123.357395
3255,43.779519,-123.060036
3257,48.671757,-121.250488
3259,40.479369,-76.759526
3261,46.715039,-122.179627
3263,44.040007,-122.89522
3265,38.413656,-122.216748
3271,38.301803,-122.342151
3277,37.11794,-120.744499
3281,45.43058,-122.677515
3285,41.641,-81.179
3292,28.85,-97.17
3294,48.029605,-122.564086
3298,29.583349,-95.120087
3303,59.432368,10.646833
3307,35.132549,-120.577622
3311,40.000152,-104.76312
3314,57.548577,-4.262229
3318,38.247942,-122.600633
3322,25.048157,121.55892
3324,48.896294,2.154951
3327,37.418683,-122.157563
3329,37.118808,-120.744526
3334,37.118016,-120.744611
3336,37.304996,-121.917921
3340,44.026517,-121.321241
3343,40.312866,-74.786663
3354,51.351626,5.4685
3374,39.252087,-121.078812
3377,50.910902,20.664102
3384,42.199935,-122.704227
3388,40.733441,-111.821509
3390,37.319976,-119.623204
3394,48.165112,-122.268374
3402,-20.698279,139.490978
3404,45.455392,-122.720988
3406,34.561732,-82.658305
3410,42.302549,-72.716144
3413,44.116311,-123.12074
3419,44.084387,-123.141074
3425,44.046284,-123.011802
3439,42.001813,-73.082329
3451,38.014325,-122.690588
3457,33.520221,-82.000526
3471,48.44375,-114.105621
3477,34.003378,-118.054892
3479,34.046755,-118.155307
3481,22.22948,114.250761
3483,34.065706,-118.143297
3487,34.054372,-118.11611
3489,62.347079,5.862403
3499,41.892265,-87.685569
3501,36.732,-95.944
3503,44.533214,-122.895698
3515,34.066673,-118.148634
3517,39.484842,-111.493991
3519,45.52269,-122.758338
3527,34.09842,-118.134086
3529,34.070549,-118.114707
3533,42.53817,-82.933741
3537,33.999381,-117.41601
3541,44.27053,-121.268478
3543,40.692387,-111.810172
3551,34.052525,-118.122714
3555,47.661886,-117.187095
3557,41.294697,-73.407292
3571,40.44844,-111.884566
3579,35.28246,-106.720445
3583,29.570752,-95.11873
3586,33.93592,-118.143265
3590,33.557301,-82.211306
3607,33.151812,-97.27233
3610,36.679045,-119.731915
3617,34.059409,-118.133589
3619,46.93242,-122.600266
3627,42.972341,-88.077927
3629,43.587413,-116.196504
3631,38.407655,-122.831015
3633,47.559917,-122.338281
3637,38.977186,-76.487151
3642,42.380975,-71.104366
3651,47.806403,-122.316535
3653,40.297525,-111.688883
3655,40.274345,-111.721196
3657,35.48332,-82.551472
3659,48.054311,-122.17154
3661,43.630531,-116.207461
3666,37.770439,-122.414623
3674,40.072788,-123.783264
3676,40.069203,-75.007222
3694,43.720637,-116.594182
3705,43.707936,-116.342693
3729,45.58213,-122.7466
3735,40.601076,-112.00004
3740,43.637975,-116.399346
3744,43.725328,-116.25415
3754,43.567504,-116.168224
3758,38.11429,-122.258929
3760,32.779191,-79.996596
3762,38.095808,-122.215461
3765,38.060789,-122.149458
3771,39.520182,-74.681391
3775,45.537951,-122.790497
3777,29.762896,-95.707644
3779,33.872214,-118.341087
3786,45.558208,-122.605549
3791,38.134271,-122.197826
3825,19.6,-155.48
3840,37.974382,-122.550987
3843,-27.1794,152.831866
3846,39.744805,-122.184152
3848,38.259795,-122.638188
3850,47.921453,-118.941411
3852,38.57925,-121.438074
3856,38.739996,-121.155159
3858,37.111192,-121.637509
3894,37.821937,-121.922717
3897,39.522274,-119.872432
3900,37.75213,-122.465573
3909,37.728475,-122.458774
3911,44.029818,-123.102662
3920,43.971234,-123.136764
3926,37.039689,-122.029731
3934,37.619548,-122.488004
3936,38.459879,-122.040191
3939,38.074533,-122.173721
3960,38.14128,-122.260096
3964,38.074216,-122.200224
3968,-9.957346,-67.868655
3970,37.472914,-122.249604
3974,6.173552,-75.642537
3988,51.728217,5.256611
3998,37.734378,-122.444018
4022,39.708215,-104.981215
4033,51.728926,5.255558
4043,39.238097,-76.993211
4049,34.11759,-118.21734
4058,34.107237,-118.150435
4087,37.234582,-121.832505
4091,38.766178,-122.893903
4095,35.882195,-84.050434
4097,36.955491,-122.026904
4099,37.240967,-121.80977
4101,37.78119,-122.476532
4103,37.236415,-121.887543
4105,28.530669,77.2411
4109,34.204542,-118.22038
4123,45.180452,-74.411486
4125,42.8538,-88.4355
4129,-28.051333,28.449038
4135,39.732016,-121.77647
4137,38.016884,-122.277956
4149,44.04,-92.438
4161,38.03187,-122.264533
4177,41.583102,-111.840024
4187,34.445036,-119.678206
4295,40.625451,-79.865422
4297,41.380035,-74.463271
4299,37.2747,-122.0229
4301,29.853833,-96.528538
4305,33.782753,-117.358823
4309,42.240997,-122.729355
4311,38.758456,-121.202567
4321,43.188272,-110.393638
4324,35.077423,-85.317786
4327,51.667636,-114.124935
4329,35.555932,-78.727767
4331,48.692269,2.14615
4339,37.908272,-122.193508
4341,53.69084,-2.569743
4343,37.333872,-122.247993
4349,-43.574642,172.641883
4352,42.619099,23.736138
4355,36.968538,-122.034019
4362,42.705163,23.374598
4372,37.754071,-122.411868
4389,37.846274,-122.157286
4391,38.300408,-122.024496
4395,41.996,-87.692
4399,34.17797,-118.099329
4404,42.0225,-87.763718
4406,48.967385,8.40847
4409,46.508202,6.550363
4415,40.456459,-106.81242
4417,33.707549,-118.291084
4419,34.717121,-83.9804
4421,37.885448,-122.250681
4423,36.780225,-3.894598
4427,38.973145,-78.247077
4429,28.008112,-82.73929
4431,37.248825,-121.950265
4433,39.003961,-76.814687
4439,40.676312,-111.788121
4445,37.737735,-122.451633
4447,43.092113,-89.342791
4452,39.098819,-120.167933
4478,38.57168,-122.436161
4489,43.636135,-116.218614
4491,38.092815,-122.251223
4493,24.409095,54.462411
4499,33.61395,-112.10996
4506,37.875165,-122.27071
4510,40.32681,-79.706842
4516,40.107053,-79.783039
4520,35.265869,-120.658548
4529,40.636174,-80.093521
4531,40.384526,-80.047934
4533,36.121944,-5.34777
4541,38.574463,-109.545786
4543,40.648548,-111.887547
4549,34.163505,-118.05544
4551,36.8113,-119.838748
4553,40.835649,-111.887761
4557,40.767948,-111.786173
4571,33.865506,-118.396165
4573,29.650151,-82.492592
4575,37.366795,-121.838373
4579,-32.373649,149.709531
4581,29.650149,-82.493408
4583,40.138184,-105.168028
4588,33.613848,-117.631706
4591,39.158193,-77.698328
4593,39.177278,-76.555392
4602,39.197976,-76.601037
4604,51.702677,-0.282015
4606,37.280639,-122.11939
4610,37.303525,-122.061968
4613,37.798345,-120.994838
4615,37.457715,-122.224776
4619,49.005918,12.099009
4621,34.60937,-120.134782
4637,40.540491,-105.113982
4641,13.077902,77.552837
4643,39.989433,-105.251468
4658,37.969026,-122.015881
4662,34.066422,-118.109702
4666,33.950621,-117.309295
4670,34.054522,-118.15437
4689,34.047986,-118.141515
4702,34.103541,-118.103012
4708,33.94623,-117.309391
4714,33.941892,-117.311099
4725,34.068873,-118.158621
4729,33.943094,-117.308268
4736,33.953609,-117.305817
4742,33.952443,-117.311829
4744,33.943648,-117.303852
4746,34.085861,-118.12516
4748,33.999516,-117.415935
4762,33.942101,-117.311135
4766,38.012331,-122.643194
4772,37.968282,-122.508902
4774,40.726098,-111.532678
4776,37.901638,-122.277557
4780,37.750268,-97.2472
4782,38.016589,-122.675545
4788,38.111506,-122.59468
4793,37.998215,-122.633436
4797,36.964961,-122.039374
4801,37.784896,-122.216922
4821,34.530099,-112.455133
4823,39.11182,-108.352371
4832,24.139729,120.63218
4844,18.322151,-64.851688
4858,15.87,74.5
4861,47.783419,-122.122367
4867,40.03656,-105.222622
4874,37.784469,-100.0224
4886,41.577602,-73.473915
4892,39.47746,-105.006737
4894,42.4339,-71.363855
4896,37.906037,-122.544976
4904,37.714587,-122.085101
4923,-33.785794,151.133002
4925,19.591379,-155.960318
4928,38.090349,-122.238814
4930,38.542326,-121.728591
4934,40.345069,-111.692654
4952,36.974067,-121.903371
4954,32.11094,34.808292
4968,40.02499,-83.039246
4974,33.601303,-117.808196
4976,56.140203,-3.585327
4978,43.126032,-75.307895
4980,38.67877,-120.989735
5016,33.859638,-118.200716
5020,32.91306,-105.52528
5024,37.789281,-122.206614
5044,37.799768,-122.255158
5078,38.23952,21.734823
5080,34.068807,-118.13758
5082,38.948854,-76.471498
5084,37.523303,-120.855535
5092,38.224145,21.735792
5113,42.10921,-76.072084
5125,29.476345,-98.449745
5127,38.107731,-122.255566
5129,40.285429,-111.71468
5131,38.257598,21.742024
5137,45.533205,11.533876
5147,40.262985,-111.703987
5151,37.86313,-122.02302
5155,40.272822,-111.680784
5157,51.234964,-0.860451
5172,42.139923,-75.896172
5174,41.172134,-111.923889
5188,38.013538,-122.282841
5218,34.074866,-118.143541
5220,37.792463,-122.234217
5228,34.049858,-118.108437
5236,37.795963,-122.266754
5238,37.59342,-122.055905
5250,42.385092,-71.117578
5256,19.520863,-101.605833
5264,33.37427,-118.3547
5268,34.255482,-84.042726
5280,33.99946,-117.415938
5282,37.792675,-122.249959
5284,33.999451,-117.415907
5298,40.733523,-111.573224
5340,38.552909,-121.785504
5372,40.74412,-111.864779
5374,40.509917,-104.962445
5380,45.676704,-121.344719
5408,40.987227,-111.928456
5416,37.274816,-107.098936
5424,29.965136,-90.219773
5428,43.959518,10.953988
5430,40.543009,-111.819156
5432,43.937347,-122.931781
5448,37.730488,-122.449265
5454,41.191981,-111.941976
5460,40.72751,-111.861434
5482,40.474133,-111.838699
5484,33.293854,-112.097197
5486,40.557209,-111.820857
5488,36.618025,-121.919813
5492,37.296981,-121.764859
5498,39.964164,-75.141658
5500,38.564514,-121.358646
5502,33.446636,-111.807116
5504,34.365404,-118.552418
5506,51.490536,-0.192964
5510,34.094154,-118.462079
5512,38.78409,-77.494766
5516,60.117542,24.299289
5526,20.062797,-155.848541
5528,40.345144,-79.874507
5532,33.259993,-111.781185
5534,41.834072,-87.718255
5538,45.704307,-121.5407
5546,33.937549,-118.219798
5552,40.649096,-111.283441
5554,41.853763,-87.693032
5560,40.667309,-111.799645
5572,40.522303,-111.929191
5574,33.813402,-118.195898
5580,40.712196,-111.298946
5582,44.891931,-93.343577
5588,41.868892,-87.629436
5616,40.620418,-79.144525
5640,40.479545,-111.395342
5642,37.859305,-122.497272
5644,44.967794,-93.660038
5646,45.312445,-111.812533
5650,36.981,-122.012
5656,44.03928,-103.294873
5692,40.507019,-111.88668
5694,40.098047,-111.678029
5696,40.388826,-109.791865
5700,41.321125,-112.032945
5710,52.407276,4.822363
5712,41.194278,-84.930024
5726,42.365838,-71.119847
5728,40.313946,-111.697006
5732,40.308383,-111.729892
5734,40.394865,-111.924794
5736,40.298554,-111.705476
5742,40.734,-111.846
5744,34.413722,-119.285023
5748,40.615396,-111.793291
5752,40.278594,-111.700186
5756,41.720159,-112.15917
5758,40.488659,-111.857168
5764,39.05056,-108.580962
5772,41.814712,-87.727484
5776,37.744865,-122.420984
5778,34.020344,-118.501704
5784,41.9089,12.4509
5786,40.278251,-111.688656
5794,40.66758,-79.730835
5796,40.295698,-111.714178
5800,34.419361,-119.763518
5802,40.680315,-111.780005
5810,34.038153,-118.518221
5816,51.534667,0.027725
5818,37.89089,-122.111403
5820,35.116006,-118.455916
5826,45.537247,-122.653209
5828,40.409571,-111.852501
5830,40.480446,-111.923217
5836,40.464425,-111.771045
5840,40.640561,-112.002377
5844,34.017263,-118.480604
5846,36.1591,-81.791648
5852,33.967573,-118.218354
5854,40.71283,-112.064873
5856,40.533266,-111.49002
5862,30.057116,-95.218162
5866,40.596506,-111.801081
5868,37.385324,-122.199622
5872,35.66268,-79.346861
5876,54.634158,-5.672035
5888,49.021405,-122.325806
5892,41.851758,12.565274
5922,51.617053,-0.644539
5926,57.709102,11.970162
5928,40.372357,-120.593296
5930,33.85591,-118.19178
5932,49.021237,-122.326053
5934,49.021813,-122.325338
5942,41.130173,16.543062
5944,40.245034,-80.189767
5966,48.114061,-123.444095
5972,40.679813,-111.807677
5980,33.835551,-118.364828
5986,40.787859,-111.732253
5988,35.949145,-77.796364
5996,35.648976,-78.817065
6002,48.988482,-123.830446
6004,35.28551,-82.687333
6006,35.28501,-81.093338
6008,36.110949,-80.22445
6012,35.857038,-78.641462
6014,37.802976,-122.443511
6016,36.163807,-78.190631
6018,41.124455,-111.924707
6020,35.065153,-84.032691
6022,35.307364,-80.729988
6028,35.307387,-80.729927
6030,34.837225,-92.561202
6038,40.265065,-111.641108
6048,40.154885,-111.568339
6050,40.646466,-111.958765
6052,41.104608,-111.928625
6054,40.677077,-112.033238
6058,41.267883,-76.928979
6060,40.023569,-111.746518
6080,41.095139,-112.047747
6086,36.98005,-119.658704
6112,35.367097,-80.197647
6122,34.89392,-84.765511
6128,40.974682,-72.714806
6130,35.590763,-77.371458
6138,33.784696,-118.391534
6142,51.287754,0.491234
6146,40.05355,-111.673824
6154,37.736336,-121.864774
6156,34.09488,-118.254657
6162,33.868096,-118.352471
6164,34.153838,-118.423253
6166,33.880946,-118.352827
6168,34.23291,-77.94566
6178,33.833596,-118.189323
6180,33.791442,-118.275109
6194,36.747714,-119.67749
6202,34.038451,-118.461625
6214,33.859305,-117.959179
6218,33.976488,-118.247844
6220,34.030904,-118.301509
6222,36.719465,-119.804774
6228,33.882392,-118.355182
6230,33.95311,-118.242999
6238,33.965437,-118.251227
6244,33.908277,-118.3726
6250,33.88721,-118.412091
6268,35.65448,-79.070324
6272,26.052378,-80.179247
6274,40.639456,-111.847668
6280,40.325105,-111.645705
6284,41.511783,-112.024894
6288,40.701218,-111.96849
6294,12.954312,77.722846
6296,40.359413,-111.779701
6298,41.093665,-111.92332
6300,40.293628,-111.708981
6310,41.063391,-111.958995
6314,40.68405,-111.990685
6316,40.286076,-111.676523
6318,40.271812,-111.704772
6320,40.316941,-111.677033
6322,40.681833,-112.047636
6324,41.513901,-112.003648
6326,41.702421,-112.176204
6332,41.053087,-111.972504
6334,40.28388,-111.744694
6342,-20.07086,146.277829
6344,37.760301,-122.405652
6348,40.315156,-111.666674
6350,42.086047,-71.475941
6352,40.656518,-111.845597
6356,40.77445,-111.88332
6360,40.766939,-111.867444
6366,32.318374,-110.864666
6376,44.741485,-93.367998
6378,40.257704,-79.157929
6380,42.540892,-70.878047
6384,37.865771,-122.502989
6404,29.786128,-95.389966
6408,37.09569,-121.638989
6418,48.355876,-119.593556
6420,34.262747,-118.319233
6422,61.535085,-149.621668
6424,48.361562,-119.570352
6426,38.432591,-122.710002
6430,48.400598,-119.535972
6432,48.396785,-119.546439
6434,40.696268,-111.877378
6436,48.423486,-119.522116
6438,48.410083,-119.503343
6440,48.2543,-119.7251
6442,48.427997,-119.460322
6450,34.081702,-118.367503
6454,34.129322,-118.202468
6456,34.450859,-118.519632
6458,34.171293,-118.177841
6460,34.10648,-117.212033
6472,34.111188,-118.21065
6508,35.428937,-84.620268
6556,40.988945,-81.578474
6564,38.236685,-122.066689
6568,36.785336,-119.77298
6572,37.354479,-122.080189
6576,42.681202,-77.377909
6578,38.096161,-122.251748
6588,53.503541,-2.31288
6590,18.470565,-66.849518
6592,39.256274,-104.908142
6598,47.145904,8.428983
6604,41.1824,-111.933246
6608,40.77428,-111.851048
6612,39.124125,-77.716134
6614,40.790446,-111.179579
6616,33.380683,-111.960209
6622,40.743611,-111.876319
6624,41.758087,-73.082923
6648,39.149253,-121.622037
6670,34.483133,-117.265937
6674,40.043211,-111.738656
6676,40.120961,-111.603305
6694,45.31092,8.96966
6698,37.982041,23.794781
6720,33.874498,-117.883876
6722,37.111172,-113.550371
6726,47.985042,-113.921181
6728,39.37026,-77.174052
6732,33.681972,-117.795642
6736,34.152012,-117.934018
6740,50.654852,-120.281854
6748,34.177419,-118.104442
6750,30.677903,-88.058356
6752,29.717061,-95.308764
6754,30.636057,-88.195811
6764,35.046784,-120.587704
6768,35.052421,-120.586444
6770,34.104089,-117.746679
6774,34.155279,-118.568238
6776,39.038535,-108.522162
6780,37.183842,-119.674953
6784,47.714212,-117.485339
6786,35.034441,-120.547195
6798,35.031491,-120.50102
6802,35.245174,-120.638052
6806,33.999583,-117.416208
6818,34.214191,-118.16372
6828,33.916035,-118.37647
6836,33.935526,-118.168513
6850,33.941064,-118.190101
6852,34.199388,-118.172955
6886,33.901365,-118.205055
6898,33.980699,-117.953697
6908,34.123252,-118.175737
6910,34.261682,-117.206235
6912,33.999482,-117.416266
6948,40.337744,-111.693678
6950,40.90158,-73.045272
6962,37.898824,-121.722823
6986,40.339838,-111.717772
6988,49.344952,-124.373476
6990,42.473859,-123.390952
6992,40.253,-75.125
7000,40.338127,-111.73775
7002,45.0005,-89.5995
7004,37.492897,-120.173978
7024,47.600549,16.140401
7026,37.220691,-119.682957
7036,33.619849,-112.405616
7100,40.746173,-114.041701
7104,40.52472,-112.310859
7110,40.567738,-112.31157
7124,35.350193,-119.094034
7128,40.598438,-112.467771
7130,40.626325,-112.293519
7150,25.646808,-80.296426
7152,41.193576,-112.103657
7154,41.110243,-73.354821
7160,40.562445,-111.804607
7174,40.22608,-112.747038
7176,40.512966,-112.314193
7178,40.551939,-112.278136
7180,40.513666,-112.322193
7198,37.91887,-122.491609
7206,40.685661,-111.82788
7208,53.951587,-113.106069
7226,40.641239,-112.300908
7244,53.432244,-113.912578
7272,33.786014,-118.378414
7278,38.659195,-121.49993
7282,37.588161,-122.496871
7284,36.862362,-119.74656
7290,34.180467,-118.41769
7300,40.740052,-111.607013
7302,50.886352,4.700279
7304,45.492607,-122.640135
7306,47.689232,-122.048835
7308,40.596176,-122.389509
7310,51.260776,-120.203238
7312,38.69179,-120.693491
7314,45.138015,-93.25998
7316,37.854831,-122.289372
7330,34.240957,-84.806777
7384,47.198733,-122.498633
7394,47.264218,-122.495192
7422,38.860887,-107.647995
7424,43.6274,-116.2627
7428,38.312453,-122.340847
7450,40.110869,-111.62147
7456,34.225061,-119.084624
7466,41.245721,-111.937375
